Gene_ID	Amelonado	Contamana	Criollo	Curaray	Guianna	Iquitos	Maranon	Nacional	Nanay	Purus	#_of_populations
Thecc1EG015611t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015612t2	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015614t3	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015615t3	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015616t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015617t5	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015619t3	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015620t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015621t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015622t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015623t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015624t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015625t2	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015626t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015628t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015629t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015632t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015633t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015634t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015635t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015636t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015638t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015640t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015641t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015642t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG015644t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG016863t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG016864t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG016865t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG017591t1	0	0	0	1	0	1	0	0	0	0	2
Thecc1EG017618t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG017847t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017849t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017855t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017861t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017867t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017868t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017880t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017883t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017884t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017886t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017887t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG017892t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG018028t1	0	1	0	1	0	0	0	0	0	0	2
Thecc1EG018029t1	0	1	0	1	0	0	0	0	0	0	2
Thecc1EG018039t1	0	1	0	1	0	0	0	0	0	0	2
Thecc1EG018043t1	0	1	0	1	0	0	0	0	0	0	2
Thecc1EG018048t1	0	1	0	1	0	0	0	0	0	0	2
Thecc1EG018049t1	0	1	0	1	0	0	0	0	0	0	2
Thecc1EG018051t1	0	1	0	1	0	0	0	0	0	0	2
Thecc1EG018055t1	0	1	0	1	0	0	0	0	0	0	2
Thecc1EG018061t1	0	1	0	1	0	1	0	0	1	0	4
Thecc1EG018075t1	1	0	0	1	0	0	1	0	0	0	3
Thecc1EG018081t1	1	0	0	1	0	0	0	0	0	0	2
Thecc1EG018082t1	1	0	0	1	0	0	0	0	0	0	2
Thecc1EG018104t1	1	0	0	1	0	0	0	0	1	0	3
Thecc1EG018113t1	1	0	0	1	0	0	0	0	1	0	3
Thecc1EG018115t1	1	0	0	1	0	0	0	0	1	0	3
Thecc1EG018116t5	1	0	0	1	0	0	0	0	1	0	3
Thecc1EG018121t1	1	0	0	1	0	0	0	0	1	0	3
Thecc1EG018122t1	1	0	0	1	0	0	0	0	1	0	3
Thecc1EG018123t1	1	0	0	1	0	0	0	0	1	0	3
Thecc1EG018124t1	1	0	0	1	0	0	0	0	1	0	3
Thecc1EG018125t1	1	0	0	1	0	1	0	0	1	0	4
Thecc1EG018126t1	1	0	0	1	0	1	0	0	1	0	4
Thecc1EG018127t1	1	0	0	1	0	1	0	0	1	0	4
Thecc1EG018357t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG018358t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG018359t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG018360t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG018393t1	0	0	0	0	1	0	0	0	0	1	2
Thecc1EG018394t1	0	0	0	0	1	0	0	0	0	1	2
Thecc1EG018396t3	0	0	0	0	1	0	0	0	0	1	2
Thecc1EG018453t1	0	0	0	0	0	1	0	0	0	1	2
Thecc1EG018467t1	1	0	0	0	0	0	0	0	0	1	2
Thecc1EG018470t1	1	0	0	0	0	0	0	0	0	1	2
Thecc1EG018491t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG018503t2	0	0	0	0	1	0	0	0	1	0	2
Thecc1EG019192t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG019202t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG019203t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG019204t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG019205t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG019206t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG019356t4	0	1	0	0	0	1	1	0	0	0	3
Thecc1EG019801t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG019858t1	0	1	0	0	0	0	1	0	0	0	2
Thecc1EG019859t1	0	1	0	0	0	0	1	0	0	0	2
Thecc1EG023090t1	0	0	0	0	0	1	0	0	1	0	2
Thecc1EG023091t1	0	0	0	0	0	1	0	0	1	0	2
Thecc1EG024259t1	0	1	0	0	0	0	0	0	0	1	2
Thecc1EG025515t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025516t3	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025517t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025518t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025519t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025521t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025522t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025523t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025524t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025525t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025526t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG025976t1	1	0	0	0	0	0	0	0	1	0	2
Thecc1EG025977t1	1	0	0	0	0	0	0	0	1	0	2
Thecc1EG025978t1	1	0	0	0	0	0	0	0	1	0	2
Thecc1EG025979t1	1	0	0	0	0	0	0	0	1	0	2
Thecc1EG025980t1	1	0	0	0	0	0	0	0	1	0	2
Thecc1EG025995t1	0	1	0	0	0	0	1	0	0	0	2
Thecc1EG026959t1	1	1	0	1	0	0	1	1	0	1	6
Thecc1EG027002t3	0	1	0	1	0	0	0	1	0	0	3
Thecc1EG027005t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG027016t1	0	0	0	1	0	0	1	1	0	0	3
Thecc1EG027018t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG027019t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG027054t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027057t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027058t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027059t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027060t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027061t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027062t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027063t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027064t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027065t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027068t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027069t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027070t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027071t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027072t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027073t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027074t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027075t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027076t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027077t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027078t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027079t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG027104t1	0	0	0	0	0	0	1	0	0	1	2
Thecc1EG027210t1	1	0	0	0	0	0	1	0	0	0	2
Thecc1EG027211t1	1	0	0	0	0	0	1	0	0	0	2
Thecc1EG027212t3	1	0	0	0	0	0	1	0	0	0	2
Thecc1EG027213t2	1	0	0	0	0	0	1	0	0	0	2
Thecc1EG027218t1	1	1	0	0	0	0	0	0	0	0	2
Thecc1EG027219t1	1	1	0	0	0	0	0	0	0	0	2
Thecc1EG027220t1	1	1	0	0	0	0	0	0	0	0	2
Thecc1EG027312t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG027313t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG027314t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG027696t4	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027699t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027700t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027709t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027725t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027726t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027727t2	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027730t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027732t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027733t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027734t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027736t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027738t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027739t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027742t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027744t2	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027747t1	1	0	0	0	1	0	0	0	0	1	3
Thecc1EG027748t1	1	0	0	0	1	0	0	0	0	1	3
Thecc1EG027749t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027750t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027751t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027752t1	1	0	0	0	1	0	0	0	0	0	2
Thecc1EG027772t1	1	1	0	0	0	0	0	0	0	0	2
Thecc1EG028512t1	0	0	0	1	0	0	0	0	1	0	2
Thecc1EG028523t1	0	1	0	0	0	0	0	0	0	1	2
Thecc1EG028524t1	0	1	0	0	0	0	0	0	1	1	3
Thecc1EG028656t1	0	1	0	0	0	0	0	0	0	1	2
Thecc1EG029055t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029056t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029057t1	1	1	0	0	0	0	0	1	0	0	3
Thecc1EG029058t1	1	1	0	0	0	0	0	1	0	0	3
Thecc1EG029059t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029062t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029063t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029064t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029065t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029066t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029067t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029068t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029069t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029070t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029071t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029072t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029073t2	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029074t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029075t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029076t2	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029077t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029078t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029079t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029080t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029081t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029082t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029083t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029084t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029085t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029086t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029087t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029088t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029090t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG029091t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG030873t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG030874t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG030875t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG030876t3	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG030877t1	0	0	0	1	0	0	0	0	0	1	2
Thecc1EG031808t1	1	0	0	0	0	1	0	0	1	0	3
Thecc1EG031895t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG031896t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG031897t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG031898t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG031899t1	0	1	0	0	0	1	0	0	0	0	2
Thecc1EG031917t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG031920t1	0	0	0	0	0	1	1	0	0	0	2
Thecc1EG031923t1	0	0	0	0	0	1	1	0	0	0	2
Thecc1EG031926t1	0	0	0	0	0	1	1	0	0	0	2
Thecc1EG031931t1	0	0	0	0	0	1	1	0	0	0	2
Thecc1EG032677t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG033221t1	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG033372t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG033433t1	0	0	0	1	1	0	0	0	0	0	2
Thecc1EG033437t3	0	0	0	1	1	0	0	0	0	0	2
Thecc1EG033439t1	0	0	0	1	1	0	0	0	0	0	2
Thecc1EG033454t2	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG033455t2	0	0	0	0	1	1	0	0	0	0	2
Thecc1EG033502t1	0	0	0	1	1	1	1	0	0	0	4
Thecc1EG033514t1	0	0	0	0	1	0	1	0	0	0	2
Thecc1EG035323t5	0	1	0	0	1	0	1	0	0	1	4
Thecc1EG036743t1	0	0	1	0	1	0	1	0	1	0	4
Thecc1EG036776t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG036777t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG036779t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG036780t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG036781t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG036783t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG036784t2	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG038176t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038177t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038186t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038187t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038188t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038189t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038190t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038659t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG038767t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038768t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038770t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038771t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038772t1	0	0	0	1	0	0	1	0	0	0	2
Thecc1EG038777t1	0	0	0	0	0	0	1	0	0	1	2
Thecc1EG038834t1	0	1	0	0	0	0	1	0	1	0	3
Thecc1EG038846t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG038848t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG038849t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG038860t1	0	1	0	0	0	0	1	0	0	0	2
Thecc1EG038869t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG039116t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG039121t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG039124t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG039125t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG039126t3	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG039201t1	0	0	0	0	0	0	0	0	1	1	2
Thecc1EG039203t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG039228t1	0	1	0	1	0	0	0	0	1	0	3
Thecc1EG039236t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG039237t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG039252t1	0	0	0	0	0	0	1	0	1	0	2
Thecc1EG040096t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040101t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040106t2	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040108t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040109t4	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040115t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040145t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040152t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040154t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040155t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040161t2	1	0	0	0	0	1	0	0	0	1	3
Thecc1EG040163t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040176t1	1	0	0	0	0	1	0	0	0	1	3
Thecc1EG040179t1	1	0	0	0	0	1	0	0	0	1	3
Thecc1EG040180t1	1	0	0	0	0	1	0	0	0	1	3
Thecc1EG040182t1	1	0	0	0	0	1	0	0	0	1	3
Thecc1EG040183t1	1	0	0	0	0	1	0	0	0	1	3
Thecc1EG040186t1	1	0	0	0	0	1	0	0	0	1	3
Thecc1EG040192t1	1	0	0	0	0	1	0	0	0	0	2
Thecc1EG040196t1	1	0	0	0	0	1	0	0	0	1	3
Thecc1EG040200t1	1	0	0	0	0	0	0	0	0	1	2
Thecc1EG040202t1	1	0	0	0	0	0	0	0	0	1	2
Thecc1EG040203t1	1	0	0	0	0	0	0	0	0	1	2
Thecc1EG040348t1	0	0	0	0	0	1	0	1	0	0	2
Thecc1EG040351t2	0	1	0	0	0	0	1	1	0	1	4
Thecc1EG040402t2	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG040405t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG040406t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG040407t4	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG040408t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG040557t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG040559t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG040560t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG040565t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG040566t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG040567t2	0	1	0	0	0	0	0	1	0	1	3
Thecc1EG040571t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG040572t1	1	0	0	0	0	0	0	1	0	0	2
Thecc1EG040590t1	0	0	0	0	0	1	0	1	0	0	2
Thecc1EG040592t1	0	0	0	0	0	1	0	1	0	0	2
Thecc1EG041068t1	0	0	0	0	0	1	0	0	1	0	2
Thecc1EG041654t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG041655t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG041656t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG041657t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG041658t1	0	0	0	0	0	0	1	1	0	0	2
Thecc1EG041715t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041716t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041717t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041718t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041719t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041721t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041722t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041723t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041724t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041725t1	0	0	0	1	0	0	0	1	0	0	2
Thecc1EG041799t1	0	0	0	0	0	1	0	1	0	1	3
Thecc1EG041800t1	0	0	0	0	0	1	0	1	0	1	3
Thecc1EG041801t1	0	0	0	0	0	1	0	1	0	1	3
Thecc1EG041802t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG042273t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG042274t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG042275t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG042276t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG042277t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG042278t1	0	0	0	0	0	0	0	1	0	1	2
Thecc1EG042301t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG042302t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG042303t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG042305t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG042306t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG042307t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG042309t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG042310t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG042312t1	0	1	0	0	0	0	0	1	0	0	2
Thecc1EG046688t1	0	0	0	1	0	0	0	0	1	0	2
Thecc1EG046720t1	0	0	0	1	0	1	0	0	0	0	2
Thecc1EG046876t1	0	0	0	0	0	1	1	0	0	0	2
Thecc1EG046898t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG046899t1	0	1	0	0	0	0	0	0	1	0	2
Thecc1EG047016t1	0	1	0	0	1	0	0	0	0	0	2
